customer_id,cus_name,phone_no,emel,membership,customer_rating,customer_review,rep_guest,prev_cancel
CUS-3502,William Frank,363-116-0418,Frank_William@att.com,Platinum,2,Poor,0,0
CUS-3503,Tanya Bush,437-854-8406,Tanya.Bush@xfinity.com,Gold,4,Very Good,0,0
CUS-3504,Terry Meyer,455-272-8438,Meyer.Terry@hotmail.com,Gold,5,Excellent,0,0
CUS-3505,Lori Gallagher DDS,556-138-7804,DDS_Lori@gmail.com,Platinum,5,Excellent,0,0
CUS-3506,Joseph Kaiser,177-704-6015,Kaiser.Joseph@yahoo.com,Gold,2,Poor,0,0
CUS-3507,Ashley Gilbert,380-762-2375,Ashley_Gilbert@xfinity.com,Platinum,3,Good,0,0
CUS-3508,Frank Osborn,308-779-4359,Osborn_Frank@verizon.com,Platinum,4,Very Good,0,0
CUS-3509,Benjamin Davis,606-950-9464,Davis_Benjamin@yandex.com,Platinum,2,Poor,0,0
CUS-3510,Jacqueline Tyler,709-333-8642,JacquelineTyler44@protonmail.com,Gold,5,Excellent,0,0
CUS-3511,Kaitlyn Lewis,615-966-7099,Kaitlyn.Lewis89@att.com,Platinum,2,Poor,0,0
CUS-3512,Natalie Nguyen,654-788-5881,Nguyen_Natalie@yahoo.com,Platinum,2,Poor,0,0
CUS-3513,Raymond Harris,821-524-3197,Raymond.H@gmail.com,Platinum,5,Excellent,0,0
CUS-3514,Stephen Edwards,768-019-1114,Edwards_Stephen@yandex.com,Platinum,5,Excellent,0,0
CUS-3515,Amanda Johnson,538-454-2328,Amanda.J@verizon.com,Gold,5,Excellent,0,0
CUS-3516,Mary Gillespie,826-981-9981,Mary.Gillespie@xfinity.com,Platinum,2,Poor,0,0
CUS-3517,John Marshall,634-070-3976,John.M33@yandex.com,Gold,4,Very Good,0,0
CUS-3518,Jesse Solis,883-944-2887,Jesse_S@gmail.com,Platinum,5,Excellent,0,0
CUS-3519,Jamie Mueller,766-333-7724,JMueller@xfinity.com,Platinum,4,Very Good,0,0
CUS-3520,Robert Jennings,970-905-7751,Robert.Jennings61@outlook.com,Gold,2,Poor,0,0
CUS-3521,Mitchell Rios,738-984-7560,Rios.Mitchell@zoho.com,Gold,4,Very Good,0,0
CUS-3522,Jeffrey Wells,820-283-5901,Jeffrey_W@gmail.com,Gold,2,Poor,0,0
CUS-3523,James Stephens,907-652-4279,James_Stephens@aol.com,Gold,4,Very Good,0,0
CUS-3524,Sean Morales,445-818-2633,Sean.Morales@yahoo.com,Gold,5,Excellent,0,0
CUS-3525,Monique Johnson,234-759-4071,Johnson.Monique@comcast.net,Gold,5,Excellent,0,0
CUS-3526,Glen Jordan,912-837-0482,Glen.J@zoho.com,Platinum,2,Poor,0,0
CUS-3527,Brittney Mclean,949-670-4205,Mclean_Brittney63@verizon.com,Platinum,4,Very Good,0,0
CUS-3528,Steven King,417-756-1283,SKing@gmail.com,Platinum,2,Poor,0,0
CUS-3529,Alisha Ware,670-398-3977,Alisha_W55@protonmail.com,Gold,3,Good,0,0
CUS-3530,Amanda Roth,687-446-2887,Roth.Amanda29@att.com,Gold,4,Very Good,0,0
CUS-3531,Timothy Campbell,333-864-2487,Timothy_C31@yandex.com,Gold,4,Very Good,0,0
CUS-3532,Jessica Morse,462-844-7986,Morse_Jessica49@mail.com,Platinum,3,Good,0,0
CUS-3533,Brittany Delacruz,861-040-5733,BrittanyDelacruz49@protonmail.com,Platinum,3,Good,0,0
CUS-3534,Melissa Wells,514-212-3542,MWells14@outlook.com,Gold,2,Poor,0,0
CUS-3535,Austin Thomas,566-527-5280,Austin_T93@aol.com,Platinum,5,Excellent,0,0
CUS-3536,Samuel Roy,237-413-8386,Samuel.Roy@zoho.com,Platinum,5,Excellent,0,0
CUS-3537,Courtney Rodriguez,990-709-5923,Rodriguez_Courtney@zoho.com,Platinum,4,Very Good,0,0
CUS-3538,Jonathan Trujillo,430-265-4739,Jonathan.T@yahoo.com,Platinum,2,Poor,0,0
CUS-3539,April Ward,758-343-2749,Ward_April@outlook.com,Gold,4,Very Good,0,0
CUS-3540,Taylor Chang,874-276-3623,Taylor_Chang@comcast.net,Gold,2,Poor,0,0
CUS-3541,Grant Davis Jr.,175-433-5455,Grant.J@aol.com,Gold,5,Excellent,0,0
CUS-3542,Brooke Wilkinson,809-987-1511,Brooke.W@mail.com,Gold,4,Very Good,0,0
CUS-3543,Mary Jacobson,369-395-2837,MJacobson78@yahoo.com,Platinum,5,Excellent,0,0
CUS-3544,Anthony Heath,832-990-6737,Heath.Anthony57@att.com,Gold,5,Excellent,0,0
CUS-3545,Christian Bennett,255-119-5316,ChristianBennett@outlook.com,Gold,2,Poor,0,0
CUS-3546,Christina Andrade,267-938-8070,Christina.Andrade@outlook.com,Gold,2,Poor,0,0
CUS-3547,Nichole Moore,340-203-5976,Moore.Nichole@yandex.com,Gold,3,Good,0,0
CUS-3548,Susan Peck,356-405-6735,Susan_P@yandex.com,Gold,3,Good,0,0
CUS-3549,Justin Wagner,155-198-0479,JWagner@hotmail.com,Platinum,5,Excellent,0,0
CUS-3550,John Owen,912-755-7365,John.Owen20@zoho.com,Platinum,2,Poor,0,0
CUS-3551,William Johnson,421-055-9018,William_Johnson@verizon.com,Platinum,3,Good,0,0
CUS-3552,Allison Spencer,913-601-1324,ASpencer@zoho.com,Platinum,3,Good,0,0
CUS-3553,Melissa Barnes,564-967-8754,MBarnes@zoho.com,Gold,5,Excellent,0,0
CUS-3554,Cindy Trujillo,786-042-0673,Trujillo.Cindy@outlook.com,Gold,2,Poor,0,0
CUS-3555,Stephanie Hull,146-227-5712,SHull@hotmail.com,Platinum,2,Poor,0,0
CUS-3556,Karen Fuller MD,977-027-4450,Karen_MD@aol.com,Platinum,5,Excellent,0,0
CUS-3557,Kenneth Oneal,244-745-9293,KennethOneal66@hotmail.com,Gold,3,Good,0,0
CUS-3558,Adrienne Mora,663-173-4485,Adrienne.Mora38@protonmail.com,Gold,4,Very Good,0,0
CUS-3559,Chelsea Gould,850-917-7597,Chelsea.G86@zoho.com,Gold,3,Good,0,0
CUS-3560,Mary Newman,565-262-7900,Newman_Mary@aol.com,Platinum,3,Good,0,0
CUS-3561,Donna Williams,191-409-4792,Williams_Donna@protonmail.com,Gold,2,Poor,0,0
CUS-3562,Zachary Barajas,681-460-2176,ZBarajas@aol.com,Platinum,5,Excellent,0,0
CUS-3563,Kristie Ware,875-313-3954,Kristie.Ware@protonmail.com,Gold,2,Poor,0,0
CUS-3564,Michael Ford,142-365-9961,Michael_Ford@mail.com,Platinum,2,Poor,0,0
CUS-3565,Jennifer Joseph,996-054-0161,JJoseph65@protonmail.com,Gold,5,Excellent,0,0
CUS-3566,Phillip English,475-625-4798,Phillip_E33@hotmail.com,Platinum,5,Excellent,0,0
CUS-3567,Terry White,900-893-5966,TWhite@gmail.com,Platinum,2,Poor,0,0
CUS-3568,Daniel Conley,677-053-0492,Conley.Daniel33@att.com,Platinum,4,Very Good,0,0
CUS-3569,Sarah Proctor,135-417-0036,Sarah.Proctor@verizon.com,Gold,2,Poor,0,0
CUS-3570,Curtis Hess,488-796-9206,CHess88@outlook.com,Platinum,2,Poor,0,0
CUS-3571,Dr. Vanessa Hale,730-706-5061,Dr._H@gmail.com,Gold,3,Good,0,0
CUS-3572,Daniel Ray,145-756-2304,Daniel_R@hotmail.com,Gold,3,Good,0,0
CUS-3573,Lisa Silva,294-458-9863,Lisa.Silva83@comcast.net,Platinum,2,Poor,0,0
CUS-3574,Edward Holt,126-511-8801,Holt_Edward52@yahoo.com,Platinum,3,Good,0,0
CUS-3575,Richard Adkins,667-101-6725,Richard_A62@att.com,Gold,4,Very Good,0,0
CUS-3576,Thomas Ryan,790-088-8412,Thomas.R@protonmail.com,Gold,3,Good,0,0
CUS-3577,Jeffrey Hernandez,239-121-6106,Jeffrey_Hernandez@comcast.net,Platinum,3,Good,0,0
CUS-3578,Jason Morrow,525-912-0651,Jason_M11@comcast.net,Platinum,3,Good,0,0
CUS-3579,Catherine Navarro,443-937-3729,Catherine.Navarro@zoho.com,Gold,3,Good,0,0
CUS-3580,Christopher Anderson,595-853-0943,ChristopherAnderson@yahoo.com,Gold,2,Poor,0,0
CUS-3581,Rachel Wilson DDS,455-128-2311,DDS.Rachel@hotmail.com,Platinum,5,Excellent,0,0
CUS-3582,Wendy Taylor,103-086-8601,WTaylor@hotmail.com,Platinum,3,Good,0,0
CUS-3583,Jane Jackson,383-081-3595,Jackson_Jane@mail.com,Gold,2,Poor,0,0
CUS-3584,Robert Yang,294-669-5223,RYang@xfinity.com,Gold,2,Poor,0,0
CUS-3585,Adam Parks,643-099-5790,Adam.Parks@hotmail.com,Gold,3,Good,0,0
CUS-3586,William Blackburn,757-434-3193,WBlackburn@comcast.net,Platinum,5,Excellent,0,0
CUS-3587,Virginia Campbell,321-238-0770,Virginia.Campbell@outlook.com,Gold,4,Very Good,0,0
CUS-3588,Cynthia Allen,604-361-4600,Cynthia.A@protonmail.com,Platinum,3,Good,0,0
CUS-3589,Jaclyn Castillo,551-292-5966,Jaclyn_Castillo31@verizon.com,Platinum,4,Very Good,0,0
CUS-3590,Gina Yu,831-453-9823,Gina.Yu@yandex.com,Gold,4,Very Good,0,0
CUS-3591,Christopher Lee,177-851-6731,ChristopherLee@yahoo.com,Platinum,4,Very Good,0,0
CUS-3592,Grace Evans,621-920-9691,Grace_E@aol.com,Platinum,3,Good,0,0
CUS-3593,Stacie Morales,254-095-6748,Stacie_M@zoho.com,Gold,4,Very Good,0,0
CUS-3594,Calvin Cuevas,268-525-1307,Calvin.Cuevas@verizon.com,Gold,4,Very Good,0,0
CUS-3595,Brooke Vazquez MD,818-238-2136,Brooke.M@hotmail.com,Platinum,3,Good,0,0
CUS-3596,Marie Hansen,987-536-1031,Marie.Hansen16@aol.com,Platinum,3,Good,0,0
CUS-3597,April Aguilar,608-918-7920,April_A@protonmail.com,Gold,2,Poor,0,0
CUS-3598,Joe Wilson,782-081-4552,Joe_W@comcast.net,Gold,4,Very Good,0,0
CUS-3599,Amy Walker,616-982-2284,Amy_Walker46@gmail.com,Gold,5,Excellent,0,0
CUS-3600,Jackie Maynard,731-903-5261,Maynard.Jackie41@outlook.com,Gold,3,Good,0,0
CUS-3601,Jason Jones,500-743-7186,Jason.J@hotmail.com,Gold,4,Very Good,0,0
CUS-3602,Dana Maldonado,444-884-5127,Dana_Maldonado59@hotmail.com,Platinum,4,Very Good,0,0
CUS-3603,Beth Taylor,793-915-2037,Beth.Taylor63@protonmail.com,Gold,2,Poor,0,0
CUS-3604,Eric Thomas,892-040-7228,EricThomas@yahoo.com,Platinum,2,Poor,0,0
CUS-3605,Matthew Grimes,665-806-8127,MatthewGrimes@yandex.com,Platinum,2,Poor,0,0
CUS-3606,Steven Shea,344-659-6546,Shea_Steven@yahoo.com,Platinum,5,Excellent,0,0
CUS-3607,Lori Miller,616-910-3979,LoriMiller@verizon.com,Platinum,2,Poor,0,0
CUS-3608,Bernard Frost,327-073-7990,Bernard_Frost@yandex.com,Gold,5,Excellent,0,0
CUS-3609,Debra Branch,243-491-0512,Debra.Branch@att.com,Gold,4,Very Good,0,0
CUS-3610,Wendy Garrett,937-229-2530,Garrett_Wendy@comcast.net,Platinum,5,Excellent,0,0
CUS-3611,Cindy Garrett,187-572-5126,Cindy.G82@comcast.net,Gold,3,Good,0,0
CUS-3612,Anthony Rivera,899-791-9824,Anthony_Rivera58@xfinity.com,Platinum,3,Good,0,0
CUS-3613,Robert Walsh,864-937-1862,Walsh_Robert@comcast.net,Gold,5,Excellent,0,0
CUS-3614,Richard Williams,705-623-2026,Richard.W90@verizon.com,Gold,3,Good,0,0
CUS-3615,James Moody,385-283-6293,Moody_James@zoho.com,Gold,4,Very Good,0,0
CUS-3616,Pamela Salas,358-499-0705,PSalas@aol.com,Platinum,2,Poor,0,0
CUS-3617,Pamela Hernandez,383-534-1033,Pamela.Hernandez@verizon.com,Gold,5,Excellent,0,0
CUS-3618,Renee Rogers,301-583-4158,RRogers@outlook.com,Gold,2,Poor,0,0
CUS-3619,Melissa Carlson,360-279-6550,Melissa_C@gmail.com,Platinum,4,Very Good,0,0
CUS-3620,Jason Smith,269-927-3505,Jason_S59@verizon.com,Platinum,4,Very Good,0,0
CUS-3621,William Becker,639-623-1427,William.B@xfinity.com,Gold,4,Very Good,0,0
CUS-3622,Sandra Taylor,843-324-7171,Sandra_Taylor@yandex.com,Platinum,5,Excellent,0,0
CUS-3623,Dustin Ferguson,754-920-7292,Dustin.F79@yandex.com,Platinum,4,Very Good,0,0
CUS-3624,Nicholas Wells,305-998-6808,Nicholas.Wells@yahoo.com,Platinum,2,Poor,0,0
CUS-3625,Sarah Holden,431-452-9100,SHolden@yahoo.com,Platinum,3,Good,0,0
CUS-3626,Andrea Crawford,164-596-0092,ACrawford68@mail.com,Platinum,2,Poor,0,0
CUS-3627,Amy Allen,571-569-1366,Amy_Allen@att.com,Platinum,2,Poor,0,0
CUS-3628,James Schultz,822-318-2986,JamesSchultz@yahoo.com,Platinum,5,Excellent,0,0
CUS-3629,Adam Robinson,178-537-9950,ARobinson@outlook.com,Platinum,5,Excellent,0,0
CUS-3630,Theresa White,521-452-5527,Theresa.White16@protonmail.com,Gold,2,Poor,0,0
CUS-3631,Ronnie Osborne,368-728-1835,Ronnie_O@hotmail.com,Gold,3,Good,0,0
CUS-3632,Lisa Mccullough,150-165-5308,Mccullough.Lisa@zoho.com,Gold,4,Very Good,0,0
CUS-3633,Victoria Barber,226-674-5053,VictoriaBarber13@comcast.net,Platinum,5,Excellent,0,0
CUS-3634,Melissa Terrell,542-454-8138,Melissa_Terrell67@zoho.com,Gold,4,Very Good,0,0
CUS-3635,Dr. Erin Simpson,367-522-6215,Simpson.Dr.57@comcast.net,Platinum,2,Poor,0,0
CUS-3636,April Deleon,136-653-0188,April_D@hotmail.com,Gold,2,Poor,0,0
CUS-3637,Lindsey Miller,327-591-6559,Lindsey.Miller@mail.com,Platinum,5,Excellent,0,0
CUS-3638,Keith Nichols,790-091-3419,Keith.Nichols@outlook.com,Gold,2,Poor,0,0
CUS-3639,Joseph Tanner,990-292-1534,Tanner.Joseph57@gmail.com,Platinum,2,Poor,0,0
CUS-3640,Kyle Adkins,295-785-0505,Adkins_Kyle@zoho.com,Platinum,4,Very Good,0,0
CUS-3641,Joshua Anderson,660-037-2001,JoshuaAnderson@aol.com,Gold,5,Excellent,0,0
CUS-3642,Carla Wiggins,823-132-4726,Wiggins.Carla44@mail.com,Gold,3,Good,0,0
CUS-3643,Shannon Buck,389-646-7741,ShannonBuck@mail.com,Platinum,5,Excellent,0,0
CUS-3644,Mary Mckinney,780-605-0565,MMckinney58@mail.com,Platinum,2,Poor,0,0
CUS-3645,Christina Lewis,741-858-8203,Christina.Lewis@protonmail.com,Gold,4,Very Good,0,0
CUS-3646,Justin Quinn,975-965-4427,Justin_Quinn81@att.com,Gold,2,Poor,0,0
CUS-3647,Jeremy Morales,819-113-7889,Jeremy.M@yandex.com,Platinum,5,Excellent,0,0
CUS-3648,Christopher Erickson,224-771-8175,Christopher_E@zoho.com,Platinum,4,Very Good,0,0
CUS-3649,Kelly Cox,793-229-9150,KellyCox32@hotmail.com,Gold,2,Poor,0,0
CUS-3650,Michael Garcia,288-844-9633,Michael_G@xfinity.com,Platinum,5,Excellent,0,0
CUS-3651,Matthew Hicks,607-079-9946,MatthewHicks@gmail.com,Gold,4,Very Good,0,0
CUS-3652,Erica Taylor,240-195-7335,Erica.T56@protonmail.com,Platinum,5,Excellent,0,0
CUS-3653,Joseph Sloan,591-077-0855,JSloan@hotmail.com,Platinum,2,Poor,0,0
CUS-3654,John Fox,484-052-4381,John_F84@comcast.net,Gold,5,Excellent,0,0
CUS-3655,David Douglas,104-553-2367,Douglas.David74@yandex.com,Platinum,5,Excellent,0,0
CUS-3656,Thomas Johnson,343-618-3051,ThomasJohnson12@zoho.com,Gold,4,Very Good,0,0
CUS-3657,Michelle Stone,541-317-0424,Michelle.Stone@yandex.com,Gold,4,Very Good,0,0
CUS-3658,Peter Lamb,709-714-1921,PLamb31@outlook.com,Platinum,4,Very Good,0,0
CUS-3659,Amy Ortega,117-002-3497,AOrtega@protonmail.com,Gold,4,Very Good,0,0
CUS-3660,Kathleen Miller,371-641-6407,Miller_Kathleen91@outlook.com,Gold,3,Good,0,0
CUS-3661,Daniel Romero MD,550-445-6149,Daniel_M32@att.com,Gold,5,Excellent,0,0
CUS-3662,Michele Ortiz DDS,835-727-1897,Michele.DDS@outlook.com,Gold,4,Very Good,0,0
CUS-3663,Andrew Cobb,100-295-7440,AndrewCobb@att.com,Platinum,5,Excellent,0,0
CUS-3664,Jerome Wolf,287-282-8667,Wolf.Jerome71@aol.com,Platinum,2,Poor,0,0
CUS-3665,Sarah Miller,784-969-0011,Sarah_Miller34@yandex.com,Gold,3,Good,0,0
CUS-3666,Jennifer Pratt,435-776-4084,Pratt.Jennifer@hotmail.com,Gold,4,Very Good,0,0
CUS-3667,Dana Martin,354-320-3507,Dana_M@att.com,Platinum,3,Good,0,0
CUS-3668,Christopher Byrd,782-570-5136,Christopher_B@hotmail.com,Platinum,4,Very Good,0,0
CUS-3669,Jamie Morris,530-318-2359,Morris.Jamie28@zoho.com,Gold,5,Excellent,0,0
CUS-3670,Barbara Pacheco,799-250-0531,Barbara_P@gmail.com,Gold,2,Poor,0,0
CUS-3671,Lisa Anderson,505-585-6842,Lisa_Anderson@yahoo.com,Gold,2,Poor,0,0
CUS-3672,Mrs. Lauren Shepherd,915-864-4552,Shepherd.Mrs.@hotmail.com,Gold,3,Good,0,0
CUS-3673,Cynthia Mccoy,414-771-5929,Mccoy_Cynthia98@gmail.com,Platinum,4,Very Good,0,0
CUS-3674,Robert Davis,529-990-5678,RobertDavis@hotmail.com,Gold,5,Excellent,0,0
CUS-3675,Dawn Golden,583-838-3828,Golden.Dawn@mail.com,Platinum,2,Poor,0,0
CUS-3676,Brandy Bass,194-999-1162,BBass20@protonmail.com,Platinum,3,Good,0,0
CUS-3677,Vickie Wood,230-043-4367,VWood@protonmail.com,Gold,2,Poor,0,0
CUS-3678,Diana White,385-673-4485,Diana.W@verizon.com,Gold,4,Very Good,0,0
CUS-3679,Dr. Jeremy Jones MD,525-648-5855,Dr..MD@gmail.com,Platinum,3,Good,0,0
CUS-3680,Richard Craig,346-667-5793,Richard.C@att.com,Gold,5,Excellent,0,0
CUS-3681,John Morgan,932-980-3777,Morgan.John@att.com,Gold,3,Good,0,0
CUS-3682,Marie Joseph,929-236-7320,Marie_J51@att.com,Gold,3,Good,0,0
CUS-3683,Destiny Castillo,506-145-8885,Destiny.C@verizon.com,Gold,2,Poor,0,0
CUS-3684,Alison Soto,466-711-5611,Soto.Alison@yahoo.com,Platinum,5,Excellent,0,0
CUS-3685,Thomas Aguilar,623-789-0297,Thomas_Aguilar13@aol.com,Gold,4,Very Good,0,0
CUS-3686,Leslie Cortez,699-193-0931,Leslie.Cortez@xfinity.com,Gold,2,Poor,0,0
CUS-3687,James Gentry,687-563-1002,James.Gentry@comcast.net,Platinum,5,Excellent,0,0
CUS-3688,Mary Avila,481-241-7760,Mary.A@mail.com,Platinum,2,Poor,0,0
CUS-3689,Ashley Woodard,444-451-9937,Woodard_Ashley@gmail.com,Platinum,2,Poor,0,0
CUS-3690,James Paul,960-080-1918,James_P@xfinity.com,Platinum,3,Good,0,0
CUS-3691,Teresa Ward,143-486-3853,Ward.Teresa@verizon.com,Platinum,3,Good,0,0
CUS-3692,Tracy Tate,101-360-3085,Tracy.Tate38@outlook.com,Platinum,5,Excellent,0,0
CUS-3693,Melissa Campbell,456-836-3989,MelissaCampbell97@yandex.com,Gold,2,Poor,0,0
CUS-3694,Matthew Lee,714-645-7156,MLee@verizon.com,Platinum,5,Excellent,0,0
CUS-3695,Mark Woods,488-257-3219,Mark_W@xfinity.com,Platinum,4,Very Good,0,0
CUS-3696,Brian Lee,422-604-1577,Brian_L31@yahoo.com,Platinum,4,Very Good,0,0
CUS-3697,Katie Marshall,504-548-1094,Katie.M@comcast.net,Platinum,2,Poor,0,0
CUS-3698,Tina Hall,407-478-9240,TinaHall49@hotmail.com,Gold,3,Good,0,0
CUS-3699,Eric Lowery,552-523-0309,Eric_Lowery@mail.com,Platinum,5,Excellent,0,0
CUS-3700,Michael Robbins,936-147-3927,Michael.Robbins20@protonmail.com,Platinum,2,Poor,0,0
CUS-3701,Melissa Williams,174-830-5519,Melissa_W@hotmail.com,Gold,2,Poor,0,0
CUS-3702,Jack Ray,339-975-8151,Ray_Jack12@xfinity.com,Platinum,2,Poor,0,0
CUS-3703,Bob Garcia,757-207-8512,Bob_G@gmail.com,Platinum,3,Good,0,0
CUS-3704,Keith Hall,158-216-2784,Hall.Keith96@zoho.com,Gold,2,Poor,0,0
CUS-3705,Ronnie Moses,928-919-4565,Ronnie_Moses@att.com,Platinum,2,Poor,0,0
CUS-3706,Joshua Pham,380-883-4287,JPham@yandex.com,Gold,3,Good,0,0
CUS-3707,David Howard,391-919-9612,David_H31@yandex.com,Gold,5,Excellent,0,0
CUS-3708,Eric Perez,353-111-0043,Perez.Eric55@hotmail.com,Gold,2,Poor,0,0
CUS-3709,William Sawyer,243-109-7025,Sawyer_William54@yahoo.com,Gold,4,Very Good,0,0
CUS-3710,Cheryl Miller,754-851-6816,Cheryl_M29@yandex.com,Gold,3,Good,0,0
CUS-3711,David Cox,244-991-6896,David_Cox57@aol.com,Platinum,2,Poor,0,0
CUS-3712,Timothy Cardenas,642-173-4234,Timothy_C77@zoho.com,Gold,3,Good,0,0
CUS-3713,Keith Schneider,309-232-6317,Keith.S@xfinity.com,Gold,2,Poor,0,0
CUS-3714,Daniel Bruce,568-829-5092,DanielBruce@xfinity.com,Platinum,3,Good,0,0
CUS-3715,Amanda Walker,432-463-2051,AWalker77@hotmail.com,Gold,5,Excellent,0,0
CUS-3716,Johnathan James,984-063-9103,Johnathan.James@verizon.com,Gold,3,Good,0,0
CUS-3717,Daniel Davis,781-506-6698,Davis_Daniel@xfinity.com,Gold,5,Excellent,0,0
CUS-3718,Kimberly Lucas,638-438-6044,Kimberly_L@att.com,Gold,3,Good,0,0
CUS-3719,Joan Stark,379-150-9186,Joan.S@xfinity.com,Platinum,4,Very Good,0,0
CUS-3720,Cody Page,222-203-6299,CPage@gmail.com,Platinum,2,Poor,0,0
CUS-3721,Christopher Gamble,213-426-1007,Christopher_G@mail.com,Gold,3,Good,0,0
CUS-3722,Sean Douglas,132-835-7195,Sean.D@yahoo.com,Gold,5,Excellent,0,0
CUS-3723,Melanie Hall,588-636-3001,Melanie.H@zoho.com,Gold,3,Good,0,0
CUS-3724,Ann Lucas,232-402-4260,Ann_Lucas@zoho.com,Gold,3,Good,0,0
CUS-3725,Gary Martinez,558-859-2579,Gary_Martinez@att.com,Platinum,4,Very Good,0,0
CUS-3726,Tina Evans,636-748-4130,TEvans73@xfinity.com,Platinum,2,Poor,0,0
CUS-3727,Rodney Walton,493-917-4236,Walton_Rodney@xfinity.com,Platinum,3,Good,0,0
CUS-3728,Daniel Gordon,645-993-2394,DanielGordon@gmail.com,Platinum,3,Good,0,0
CUS-3729,Mackenzie Callahan,976-712-8915,Callahan_Mackenzie@att.com,Platinum,3,Good,0,0
CUS-3730,Kenneth Stevens,177-235-4199,KennethStevens95@att.com,Platinum,3,Good,0,0
CUS-3731,Marcus Smith,576-688-8477,Marcus.S@mail.com,Platinum,2,Poor,0,0
CUS-3732,Martha Alvarado,810-624-4385,MarthaAlvarado66@zoho.com,Platinum,2,Poor,0,0
CUS-3733,Timothy Silva,260-944-3317,Timothy.Silva22@zoho.com,Gold,3,Good,0,0
CUS-3734,Stacey Rhodes,248-633-6274,SRhodes@att.com,Platinum,5,Excellent,0,0
CUS-3735,Rachel Martinez,125-829-9906,RMartinez@gmail.com,Platinum,5,Excellent,0,0
CUS-3736,Jacqueline Moran,103-205-8307,Jacqueline.M@zoho.com,Platinum,2,Poor,0,0
CUS-3737,Linda Coffey,706-354-6350,Linda_Coffey@comcast.net,Gold,4,Very Good,0,0
CUS-3738,James Mcdaniel DVM,150-035-9644,JDVM86@gmail.com,Platinum,5,Excellent,0,0
CUS-3739,Sydney May,338-023-2900,SMay@hotmail.com,Platinum,5,Excellent,0,0
CUS-3740,Kyle Huffman,396-372-9832,Huffman.Kyle15@hotmail.com,Gold,3,Good,0,0
CUS-3741,Brandon Wilson Jr.,570-023-1594,Jr..Brandon44@gmail.com,Gold,2,Poor,0,0
CUS-3742,Jennifer Brown,113-150-3149,Jennifer.Brown@att.com,Gold,3,Good,0,0
CUS-3743,Oscar Lewis,126-329-1846,Oscar.L@protonmail.com,Gold,4,Very Good,0,0
CUS-3744,Jessica Morris,580-808-4821,Jessica_M@hotmail.com,Gold,4,Very Good,0,0
CUS-3745,Michael Green,426-599-6222,Green_Michael@yandex.com,Gold,3,Good,0,0
CUS-3746,Brian Davidson,981-829-8775,BrianDavidson@protonmail.com,Platinum,2,Poor,0,0
CUS-3747,Timothy Juarez,320-973-5047,Juarez_Timothy46@yandex.com,Platinum,3,Good,0,0
CUS-3748,Mark Thomas,663-347-2891,Mark.T@zoho.com,Gold,3,Good,0,0
CUS-3749,Felicia Nelson,490-940-2342,Nelson_Felicia39@gmail.com,Gold,3,Good,0,0
CUS-3750,Debbie Norman,694-673-7056,DebbieNorman@att.com,Gold,4,Very Good,0,0
CUS-3751,Renee Wu,209-566-4870,Renee_W@gmail.com,Gold,5,Excellent,0,0
CUS-3752,David Rosales,873-267-6384,David.Rosales@hotmail.com,Platinum,2,Poor,0,0
CUS-3753,Michele Mercer,828-376-9249,Michele.Mercer@hotmail.com,Gold,4,Very Good,0,0
CUS-3754,Ashley Roberts,812-480-9983,Ashley_R@protonmail.com,Gold,4,Very Good,0,0
CUS-3755,Paige Nash,427-517-2886,Nash.Paige@protonmail.com,Gold,3,Good,0,0
CUS-3756,Harold Jackson,519-311-8638,HaroldJackson@yandex.com,Gold,5,Excellent,0,0
CUS-3757,Brenda Vaughn,384-940-9327,Vaughn.Brenda72@gmail.com,Gold,4,Very Good,0,0
CUS-3758,Jonathan Smith,736-817-6913,Smith.Jonathan@gmail.com,Gold,3,Good,0,0
CUS-3759,Troy Silva,274-481-9014,Troy.S95@xfinity.com,Gold,2,Poor,0,0
CUS-3760,Matthew Rhodes,342-718-9378,Matthew_R@comcast.net,Platinum,3,Good,0,0
CUS-3761,Kevin Welch,113-213-9614,Welch.Kevin@gmail.com,Gold,3,Good,0,0
CUS-3762,Brian Velazquez,195-257-3803,BrianVelazquez@hotmail.com,Gold,5,Excellent,0,0
CUS-3763,Richard Taylor,973-459-8298,RTaylor@verizon.com,Platinum,3,Good,0,0
CUS-3764,Amy Smith,638-715-2394,Smith.Amy@zoho.com,Gold,4,Very Good,0,0
CUS-3765,Mrs. Hannah Bates,316-423-5946,MBates@zoho.com,Platinum,5,Excellent,0,0
CUS-3766,Kelsey Murphy,983-510-6696,Murphy_Kelsey25@protonmail.com,Gold,2,Poor,0,0
CUS-3767,Christopher Brooks,730-447-1656,Christopher_B@comcast.net,Platinum,3,Good,0,0
CUS-3768,Julie Saunders,325-416-2665,Julie_Saunders86@mail.com,Gold,2,Poor,0,0
CUS-3769,Sarah White,263-698-6685,White.Sarah@aol.com,Gold,5,Excellent,0,0
CUS-3770,Andre Scott,392-357-3734,AndreScott@xfinity.com,Gold,3,Good,0,0
CUS-3771,Bethany Collins,674-845-1292,Collins_Bethany87@hotmail.com,Gold,5,Excellent,0,0
CUS-3772,Sean Jackson,528-032-1681,SeanJackson@mail.com,Gold,5,Excellent,0,0
CUS-3773,Ashley Blankenship,285-573-1219,AshleyBlankenship@protonmail.com,Gold,5,Excellent,0,0
